Cultura,UF,Município,Inicio,Termino
Soja,AC,Acrelândia,1900-09-21,1900-02-10
Soja,AC,Assis Brasil,1900-09-21,1900-02-10
Soja,AC,Brasiléia,1900-09-21,1900-02-10
Soja,AC,Bujari,1900-09-21,1900-02-10
Soja,AC,Capixaba,1900-09-21,1900-02-10
Soja,AC,Cruzeiro do Sul,1900-09-21,1900-02-10
Soja,AC,Epitaciolândia,1900-09-21,1900-02-10
Soja,AC,Feijó,1900-09-21,1900-02-10
Soja,AC,Mâncio Lima,1900-09-21,1900-02-10
Soja,AC,Manoel Urbano,1900-09-21,1900-02-10
Soja,AC,Marechal Thaumaturgo,1900-09-21,1900-02-10
Soja,AC,Plácido de Castro,1900-09-21,1900-02-10
Soja,AC,Porto Acre,1900-09-21,1900-02-10
Soja,AC,Porto Walter,1900-09-21,1900-02-10
Soja,AC,Rio Branco,1900-09-21,1900-02-10
Soja,AC,Rodrigues Alves,1900-09-21,1900-02-10
Soja,AC,Santa Rosa do Purus,1900-09-21,1900-02-10
Soja,AC,Sena Madureira,1900-09-21,1900-02-10
Soja,AC,Senador Guiomard,1900-09-21,1900-02-10
Soja,AC,Tarauacá,1900-09-21,1900-02-10
Soja,AC,Xapuri,1900-09-21,1900-02-10
Soja,BA,Alcobaça,1900-10-01,1900-11-10
Soja,BA,Almadina,1900-10-01,1900-12-31
Soja,BA,Anagé,1900-10-21,1900-11-10
Soja,BA,Angical,1900-10-21,1900-12-31
Soja,BA,Aracatu,1900-11-01,1900-11-10
Soja,BA,Arataca,1900-10-01,1900-12-31
Soja,BA,Aurelino Leal,1900-10-01,1900-12-31
Soja,BA,Baianópolis,1900-10-21,1900-12-31
Soja,BA,Barra,1900-11-01,1900-12-31
Soja,BA,Barra do Choça,1900-10-01,1900-11-30
Soja,BA,Barra do Rocha,1900-10-01,1900-10-10
Soja,BA,Barreiras,1900-10-21,1900-12-31
Soja,BA,Barro Preto,1900-10-01,1900-12-31
Soja,BA,Belmonte,1900-10-01,1900-10-31
Soja,BA,Belo Campo,1900-10-21,1900-11-20
Soja,BA,Boa Nova,1900-10-01,1900-10-31
Soja,BA,Bom Jesus da Lapa,1900-11-01,1900-11-30
Soja,BA,Bom Jesus da Serra,1900-10-21,1900-10-31
Soja,BA,Boquira,1900-11-01,1900-11-20
Soja,BA,Botuporã,1900-11-01,1900-11-20
Soja,BA,Brejolândia,1900-11-01,1900-12-31
Soja,BA,Brumado,1900-11-01,1900-11-10
Soja,BA,Buerarema,1900-10-01,1900-12-31
Soja,BA,Buritirama,1900-11-01,1900-12-31
Soja,BA,Caatiba,1900-10-01,1900-11-30
Soja,BA,Caculé,1900-11-01,1900-11-20
Soja,BA,Caetité,1900-11-01,1900-11-20
Soja,BA,Camacan,1900-10-01,1900-11-10
Soja,BA,Camamu,1900-10-01,1900-10-10
Soja,BA,Campo Alegre de Lourdes,1900-11-11,1900-12-31
Soja,BA,Canápolis,1900-11-01,1900-12-31
Soja,BA,Canavieiras,1900-10-01,1900-10-31
Soja,BA,Candiba,1900-11-01,1900-11-20
Soja,BA,Cândido Sales,1900-10-21,1900-11-30
Soja,BA,Caraíbas,1900-10-21,1900-11-20
Soja,BA,Caravelas,1900-10-01,1900-11-20
Soja,BA,Carinhanha,1900-11-01,1900-11-30
Soja,BA,Catolândia,1900-10-21,1900-12-31
Soja,BA,Caturama,1900-11-01,1900-11-10
Soja,BA,Coaraci,1900-10-01,1900-12-31
Soja,BA,Cocos,1900-10-21,1900-12-31
Soja,BA,Condeúba,1900-11-01,1900-11-20
Soja,BA,Cordeiros,1900-10-21,1900-11-20
Soja,BA,Coribe,1900-10-21,1900-12-31
Soja,BA,Correntina,1900-10-21,1900-12-31
Soja,BA,Cotegipe,1900-11-01,1900-12-31
Soja,BA,Cristópolis,1900-11-01,1900-12-31
Soja,BA,Dário Meira,1900-10-01,1900-10-31
Soja,BA,Encruzilhada,1900-10-01,1900-12-31
Soja,BA,Eunápolis,1900-10-01,1900-11-10
Soja,BA,Feira da Mata,1900-10-21,1900-11-30
Soja,BA,Firmino Alves,1900-10-01,1900-11-20
Soja,BA,Floresta Azul,1900-10-01,1900-12-31
Soja,BA,Formosa do Rio Preto,1900-10-21,1900-12-31
Soja,BA,Gongogi,1900-10-01,1900-10-20
Soja,BA,Guajeru,1900-11-01,1900-11-20
Soja,BA,Guanambi,1900-11-01,1900-11-20
Soja,BA,Guaratinga,1900-10-01,1900-11-20
Soja,BA,Ibiassucê,1900-11-01,1900-11-20
Soja,BA,Ibicaraí,1900-10-01,1900-12-31
Soja,BA,Ibicuí,1900-10-01,1900-11-20
Soja,BA,Ibirapitanga,1900-10-01,1900-10-10
Soja,BA,Ibirapuã,1900-10-01,1900-11-20
Soja,BA,Ibotirama,1900-11-01,1900-11-20
Soja,BA,Igaporã,1900-11-01,1900-11-20
Soja,BA,Iguaí,1900-10-01,1900-11-20
Soja,BA,Ilhéus,1900-10-01,1900-12-31
Soja,BA,Ipiaú,1900-10-01,1900-10-10
Soja,BA,Itabela,1900-10-01,1900-11-10
Soja,BA,Itabuna,1900-10-01,1900-12-31
Soja,BA,Itacaré,1900-10-01,1900-12-31
Soja,BA,Itagi,1900-10-01,1900-10-20
Soja,BA,Itagibá,1900-10-01,1900-10-20
Soja,BA,Itagimirim,1900-10-01,1900-11-20
Soja,BA,Itaju do Colônia,1900-10-01,1900-12-31
Soja,BA,Itajuípe,1900-10-01,1900-12-31
Soja,BA,Itamaraju,1900-10-01,1900-11-20
Soja,BA,Itambé,1900-10-01,1900-11-30
Soja,BA,Itanhém,1900-10-01,1900-11-30
Soja,BA,Itapé,1900-10-01,1900-12-31
Soja,BA,Itapebi,1900-10-01,1900-11-20
Soja,BA,Itapetinga,1900-10-01,1900-12-31
Soja,BA,Itapitanga,1900-10-01,1900-12-31
Soja,BA,Itarantim,1900-10-01,1900-12-31
Soja,BA,Itororó,1900-10-01,1900-11-30
Soja,BA,Iuiu,1900-11-01,1900-11-20
Soja,BA,Jaborandi,1900-10-21,1900-12-31
Soja,BA,Jacaraci,1900-11-01,1900-11-20
Soja,BA,Jucuruçu,1900-10-01,1900-11-20
Soja,BA,Jussari,1900-10-01,1900-12-31
Soja,BA,Lagoa Real,1900-11-01,1900-11-10
Soja,BA,Lajedão,1900-10-01,1900-11-20
Soja,BA,Licínio de Almeida,1900-11-01,1900-11-20
Soja,BA,Livramento de Nossa Senhora,1900-11-01,1900-11-10
Soja,BA,Luís Eduardo Magalhães,1900-10-21,1900-12-31
Soja,BA,Macarani,1900-10-01,1900-12-31
Soja,BA,Macaúbas,1900-11-01,1900-11-20
Soja,BA,Maetinga,1900-10-21,1900-11-20
Soja,BA,Maiquinique,1900-10-01,1900-12-31
Soja,BA,Malhada,1900-11-01,1900-11-30
Soja,BA,Malhada de Pedras,1900-11-01,1900-11-10
Soja,BA,Mansidão,1900-11-01,1900-12-31
Soja,BA,Maraú,1900-10-01,1900-12-31
Soja,BA,Mascote,1900-10-01,1900-11-10
Soja,BA,Matina,1900-11-01,1900-11-20
Soja,BA,Medeiros Neto,1900-10-01,1900-11-20
Soja,BA,Morpará,1900-11-01,1900-11-20
Soja,BA,Mortugaba,1900-11-01,1900-11-20
Soja,BA,Mucuri,1900-10-01,1900-11-20
Soja,BA,Muquém do São Francisco,1900-11-01,1900-11-30
Soja,BA,Nova Canaã,1900-10-01,1900-11-30
Soja,BA,Nova Viçosa,1900-10-01,1900-11-20
Soja,BA,Oliveira dos Brejinhos,1900-11-01,1900-11-20
Soja,BA,Palmas de Monte Alto,1900-11-01,1900-11-20
Soja,BA,Paramirim,1900-11-01,1900-11-10
Soja,BA,Paratinga,1900-11-01,1900-11-20
Soja,BA,Pau Brasil,1900-10-01,1900-11-20
Soja,BA,Pilão Arcado,1900-11-01,1900-12-31
Soja,BA,Pindaí,1900-11-01,1900-11-20
Soja,BA,Piripá,1900-10-21,1900-11-20
Soja,BA,Planalto,1900-10-01,1900-11-20
Soja,BA,Poções,1900-10-01,1900-10-31
Soja,BA,Porto Seguro,1900-10-01,1900-11-10
Soja,BA,Potiraguá,1900-10-01,1900-11-20
Soja,BA,Prado,1900-10-01,1900-11-10
Soja,BA,Presidente Jânio Quadros,1900-11-01,1900-11-20
Soja,BA,Riachão das Neves,1900-10-21,1900-12-31
Soja,BA,Riacho de Santana,1900-11-01,1900-11-20
Soja,BA,Ribeirão do Largo,1900-10-01,1900-12-31
Soja,BA,Rio do Antônio,1900-11-01,1900-11-10
Soja,BA,Santa Cruz Cabrália,1900-10-01,1900-10-31
Soja,BA,Santa Cruz da Vitória,1900-10-01,1900-12-31
Soja,BA,Santa Luzia,1900-10-01,1900-10-31
Soja,BA,Santa Maria da Vitória,1900-10-21,1900-12-31
Soja,BA,Santa Rita de Cássia,1900-11-01,1900-12-31
Soja,BA,Santana,1900-11-01,1900-12-31
Soja,BA,São Desidério,1900-10-21,1900-12-31
Soja,BA,São Félix do Coribe,1900-11-01,1900-12-31
Soja,BA,São José da Vitória,1900-10-01,1900-12-31
Soja,BA,Sebastião Laranjeiras,1900-11-01,1900-11-20
Soja,BA,Serra do Ramalho,1900-11-01,1900-11-30
Soja,BA,Serra Dourada,1900-11-01,1900-12-31
Soja,BA,Sítio do Mato,1900-11-01,1900-11-30
Soja,BA,Tabocas do Brejo Velho,1900-11-01,1900-12-31
Soja,BA,Tanque Novo,1900-11-01,1900-11-20
Soja,BA,Teixeira de Freitas,1900-10-01,1900-11-20
Soja,BA,Tremedal,1900-10-21,1900-11-20
Soja,BA,Ubaitaba,1900-10-01,1900-12-31
Soja,BA,Ubatã,1900-10-01,1900-10-10
Soja,BA,Una,1900-10-01,1900-12-31
Soja,BA,Urandi,1900-11-01,1900-11-20
Soja,BA,Uruçuca,1900-10-01,1900-12-31
Soja,BA,Vereda,1900-10-01,1900-11-20
Soja,BA,Vitória da Conquista,1900-10-21,1900-11-30
Soja,BA,Wanderley,1900-11-01,1900-12-31
Soja,DF,Brasília,1900-10-01,1900-12-31
Soja,GO,Abadia de Goiás,1900-09-21,1900-12-31
Soja,GO,Abadiânia,1900-09-21,1900-12-31
Soja,GO,Acreúna,1900-10-01,1900-12-31
Soja,GO,Adelândia,1900-10-01,1900-12-31
Soja,GO,Água Fria de Goiás,1900-10-01,1900-12-31
Soja,GO,Água Limpa,1900-09-21,1900-12-31
Soja,GO,Águas Lindas de Goiás,1900-10-01,1900-12-31
Soja,GO,Alexânia,1900-09-21,1900-12-31
Soja,GO,Aloândia,1900-09-21,1900-12-31
Soja,GO,Alto Horizonte,1900-10-01,1900-12-31
Soja,GO,Alto Paraíso de Goiás,1900-10-11,1900-12-31
Soja,GO,Alvorada do Norte,1900-10-11,1900-12-31
Soja,GO,Amaralina,1900-10-01,1900-12-31
Soja,GO,Americano do Brasil,1900-10-01,1900-12-31
Soja,GO,Amorinópolis,1900-10-01,1900-12-31
Soja,GO,Anápolis,1900-09-21,1900-12-31
Soja,GO,Anhangüera,1900-09-21,1900-12-31
Soja,GO,Anicuns,1900-10-01,1900-12-31
Soja,GO,Aparecida de Goiânia,1900-09-21,1900-12-31
Soja,GO,Aparecida do Rio Doce,1900-09-21,1900-12-31
Soja,GO,Aporé,1900-09-21,1900-12-31
Soja,GO,Araçu,1900-09-21,1900-12-31
Soja,GO,Aragarças,1900-10-01,1900-12-31
Soja,GO,Aragoiania,1900-09-21,1900-12-31
Soja,GO,Araguapaz,1900-10-01,1900-12-31
Soja,GO,Arenópolis,1900-10-01,1900-12-31
Soja,GO,Aruanã,1900-10-11,1900-12-31
Soja,GO,Aurilândia,1900-10-01,1900-12-31
Soja,GO,Avelinópolis,1900-09-21,1900-12-31
Soja,GO,Baliza,1900-10-01,1900-12-31
Soja,GO,Barro Alto,1900-10-01,1900-12-31
Soja,GO,Bela Vista de Goiás,1900-09-21,1900-12-31
Soja,GO,Bom Jardim de Goiás,1900-10-01,1900-12-31
Soja,GO,Bom Jesus de Goiás,1900-09-21,1900-12-31
Soja,GO,Bonfinópolis,1900-09-21,1900-12-31
Soja,GO,Bonópolis,1900-10-11,1900-12-31
Soja,GO,Brazabrantes,1900-09-21,1900-12-31
Soja,GO,Britânia,1900-10-11,1900-12-31
Soja,GO,Buriti Alegre,1900-09-21,1900-12-31
Soja,GO,Buriti de Goiás,1900-10-01,1900-12-31
Soja,GO,Buritinópolis,1900-10-21,1900-12-31
Soja,GO,Cabeceiras,1900-10-11,1900-12-31
Soja,GO,Cachoeira Alta,1900-09-21,1900-12-31
Soja,GO,Cachoeira de Goiás,1900-10-01,1900-12-31
Soja,GO,Cachoeira Dourada,1900-09-21,1900-12-31
Soja,GO,Caçu,1900-09-21,1900-12-31
Soja,GO,Caiapônia,1900-10-01,1900-12-31
Soja,GO,Caldas Novas,1900-09-21,1900-12-31
Soja,GO,Caldazinha,1900-09-21,1900-12-31
Soja,GO,Campestre de Goiás,1900-09-21,1900-12-31
Soja,GO,Campinaçu,1900-10-11,1900-12-31
Soja,GO,Campinorte,1900-10-11,1900-12-31
Soja,GO,Campo Alegre de Goiás,1900-09-21,1900-12-31
Soja,GO,Campo Limpo de Goiás,1900-09-21,1900-12-31
Soja,GO,Campos Belos,1900-10-11,1900-12-31
Soja,GO,Campos Verdes,1900-10-01,1900-12-31
Soja,GO,Carmo do Rio Verde,1900-10-01,1900-12-31
Soja,GO,Castelândia,1900-09-21,1900-12-31
Soja,GO,Catalão,1900-09-21,1900-12-31
Soja,GO,Caturaí,1900-09-21,1900-12-31
Soja,GO,Cavalcante,1900-10-11,1900-12-31
Soja,GO,Ceres,1900-10-01,1900-12-31
Soja,GO,Cezarina,1900-09-21,1900-12-31
Soja,GO,Chapadão do Céu,1900-09-21,1900-12-31
Soja,GO,Cidade Ocidental,1900-10-01,1900-12-31
Soja,GO,Cocalzinho de Goiás,1900-10-01,1900-12-31
Soja,GO,Colinas do Sul,1900-10-11,1900-12-31
Soja,GO,Córrego do Ouro,1900-10-01,1900-12-31
Soja,GO,Corumbá de Goiás,1900-09-21,1900-12-31
Soja,GO,Corumbaíba,1900-09-21,1900-12-31
Soja,GO,Cristalina,1900-10-01,1900-12-31
Soja,GO,Cristianópolis,1900-09-21,1900-12-31
Soja,GO,Crixás,1900-10-01,1900-12-31
Soja,GO,Cromínia,1900-09-21,1900-12-31
Soja,GO,Cumari,1900-09-21,1900-12-31
Soja,GO,Damianópolis,1900-10-21,1900-12-31
Soja,GO,Damolândia,1900-09-21,1900-12-31
Soja,GO,Davinópolis,1900-09-21,1900-12-31
Soja,GO,Diorama,1900-10-01,1900-12-31
Soja,GO,Divinópolis de Goiás,1900-10-21,1900-12-31
Soja,GO,Doverlândia,1900-09-21,1900-12-31
Soja,GO,Edealina,1900-09-21,1900-12-31
Soja,GO,Edéia,1900-10-01,1900-12-31
Soja,GO,Estrela do Norte,1900-10-11,1900-12-31
Soja,GO,Faina,1900-10-01,1900-12-31
Soja,GO,Fazenda Nova,1900-10-01,1900-12-31
Soja,GO,Firminópolis,1900-10-01,1900-12-31
Soja,GO,Flores de Goiás,1900-10-11,1900-12-31
Soja,GO,Formosa,1900-10-01,1900-12-31
Soja,GO,Formoso,1900-10-11,1900-12-31
Soja,GO,Gameleira de Goiás,1900-09-21,1900-12-31
Soja,GO,Goianápolis,1900-09-21,1900-12-31
Soja,GO,Goiandira,1900-09-21,1900-12-31
Soja,GO,Goianésia,1900-10-01,1900-12-31
Soja,GO,Goiânia,1900-09-21,1900-12-31
Soja,GO,Goianira,1900-09-21,1900-12-31
Soja,GO,Goiás,1900-10-01,1900-12-31
Soja,GO,Goiatuba,1900-09-21,1900-12-31
Soja,GO,Gouvelândia,1900-09-21,1900-12-31
Soja,GO,Guapó,1900-09-21,1900-12-31
Soja,GO,Guaraíta,1900-10-01,1900-12-31
Soja,GO,Guarani de Goiás,1900-10-21,1900-12-31
Soja,GO,Guarinos,1900-10-01,1900-12-31
Soja,GO,Heitoraí,1900-10-01,1900-12-31
Soja,GO,Hidrolândia,1900-09-21,1900-12-31
Soja,GO,Hidrolina,1900-10-01,1900-12-31
Soja,GO,Iaciara,1900-10-11,1900-12-31
Soja,GO,Inaciolândia,1900-09-21,1900-12-31
Soja,GO,Indiara,1900-10-01,1900-12-31
Soja,GO,Inhumas,1900-09-21,1900-12-31
Soja,GO,Ipameri,1900-09-21,1900-12-31
Soja,GO,Ipiranga de Goiás,1900-10-01,1900-12-31
Soja,GO,Iporá,1900-10-01,1900-12-31
Soja,GO,Israelândia,1900-10-01,1900-12-31
Soja,GO,Itaberaí,1900-09-21,1900-12-31
Soja,GO,Itaguari,1900-09-21,1900-12-31
Soja,GO,Itaguaru,1900-10-01,1900-12-31
Soja,GO,Itajá,1900-09-21,1900-12-31
Soja,GO,Itapaci,1900-10-01,1900-12-31
Soja,GO,Itapirapuã,1900-10-01,1900-12-31
Soja,GO,Itapuranga,1900-10-01,1900-12-31
Soja,GO,Itarumã,1900-09-21,1900-12-31
Soja,GO,Itauçu,1900-09-21,1900-12-31
Soja,GO,Itumbiara,1900-09-21,1900-12-31
Soja,GO,Ivolândia,1900-10-01,1900-12-31
Soja,GO,Jandaia,1900-10-01,1900-12-31
Soja,GO,Jaraguá,1900-09-21,1900-12-31
Soja,GO,Jataí,1900-09-21,1900-12-31
Soja,GO,Jaupaci,1900-10-01,1900-12-31
Soja,GO,Jesúpolis,1900-09-21,1900-12-31
Soja,GO,Joviânia,1900-09-21,1900-12-31
Soja,GO,Jussara,1900-10-01,1900-12-31
Soja,GO,Lagoa Santa,1900-09-21,1900-12-31
Soja,GO,Leopoldo de Bulhões,1900-09-21,1900-12-31
Soja,GO,Luziânia,1900-09-21,1900-12-31
Soja,GO,Mairipotaba,1900-09-21,1900-12-31
Soja,GO,Mambaí,1900-10-21,1900-12-31
Soja,GO,Mara Rosa,1900-10-01,1900-12-31
Soja,GO,Marzagão,1900-09-21,1900-12-31
Soja,GO,Matrinchã,1900-10-01,1900-12-31
Soja,GO,Maurilândia,1900-10-01,1900-12-31
Soja,GO,Mimoso de Goiás,1900-10-01,1900-12-31
Soja,GO,Minaçu,1900-10-11,1900-12-31
Soja,GO,Mineiros,1900-09-21,1900-12-31
Soja,GO,Moiporá,1900-10-01,1900-12-31
Soja,GO,Monte Alegre de Goiás,1900-10-11,1900-12-31
Soja,GO,Montes Claros de Goiás,1900-10-01,1900-12-31
Soja,GO,Montividiu,1900-10-01,1900-12-31
Soja,GO,Montividiu do Norte,1900-10-11,1900-12-31
Soja,GO,Morrinhos,1900-09-21,1900-12-31
Soja,GO,Morro Agudo de Goiás,1900-10-01,1900-12-31
Soja,GO,Mossâmedes,1900-10-01,1900-12-31
Soja,GO,Mozarlândia,1900-10-01,1900-12-31
Soja,GO,Mundo Novo,1900-10-11,1900-12-31
Soja,GO,Mutunópolis,1900-10-11,1900-12-31
Soja,GO,Nazário,1900-09-21,1900-12-31
Soja,GO,Nerópolis,1900-09-21,1900-12-31
Soja,GO,Niquelândia,1900-10-11,1900-12-31
Soja,GO,Nova América,1900-10-01,1900-12-31
Soja,GO,Nova Aurora,1900-09-21,1900-12-31
Soja,GO,Nova Crixás,1900-10-11,1900-12-31
Soja,GO,Nova Glória,1900-10-01,1900-12-31
Soja,GO,Nova Iguaçu de Goiás,1900-10-01,1900-12-31
Soja,GO,Nova Roma,1900-10-11,1900-12-31
Soja,GO,Nova Veneza,1900-09-21,1900-12-31
Soja,GO,Novo Brasil,1900-10-01,1900-12-31
Soja,GO,Novo Gama,1900-09-21,1900-12-31
Soja,GO,Novo Planalto,1900-10-11,1900-12-31
Soja,GO,Orizona,1900-09-21,1900-12-31
Soja,GO,Ouro Verde de Goiás,1900-09-21,1900-12-31
Soja,GO,Ouvidor,1900-09-21,1900-12-31
Soja,GO,Padre Bernardo,1900-10-01,1900-12-31
Soja,GO,Palestina de Goiás,1900-10-01,1900-12-31
Soja,GO,Palmeiras de Goiás,1900-10-01,1900-12-31
Soja,GO,Palmelo,1900-09-21,1900-12-31
Soja,GO,Palminópolis,1900-10-01,1900-12-31
Soja,GO,Panamá,1900-09-21,1900-12-31
Soja,GO,Paranaiguara,1900-09-21,1900-12-31
Soja,GO,Paraúna,1900-10-01,1900-12-31
Soja,GO,Perolândia,1900-09-21,1900-12-31
Soja,GO,Petrolina de Goiás,1900-09-21,1900-12-31
Soja,GO,Pilar de Goiás,1900-10-01,1900-12-31
Soja,GO,Piracanjuba,1900-09-21,1900-12-31
Soja,GO,Piranhas,1900-10-01,1900-12-31
Soja,GO,Pirenópolis,1900-09-21,1900-12-31
Soja,GO,Pires do Rio,1900-09-21,1900-12-31
Soja,GO,Planaltina,1900-10-01,1900-12-31
Soja,GO,Pontalina,1900-09-21,1900-12-31
Soja,GO,Porangatu,1900-10-11,1900-12-31
Soja,GO,Porteirão,1900-10-01,1900-12-31
Soja,GO,Portelândia,1900-09-21,1900-12-31
Soja,GO,Posse,1900-10-21,1900-12-31
Soja,GO,Professor Jamil,1900-09-21,1900-12-31
Soja,GO,Quirinópolis,1900-09-21,1900-12-31
Soja,GO,Rialma,1900-10-01,1900-12-31
Soja,GO,Rianápolis,1900-10-01,1900-12-31
Soja,GO,Rio Quente,1900-09-21,1900-12-31
Soja,GO,Rio Verde,1900-09-21,1900-12-31
Soja,GO,Rubiataba,1900-10-01,1900-12-31
Soja,GO,Sanclerlândia,1900-10-01,1900-12-31
Soja,GO,Santa Bárbara de Goiás,1900-09-21,1900-12-31
Soja,GO,Santa Cruz de Goiás,1900-09-21,1900-12-31
Soja,GO,Santa Fé de Goiás,1900-10-01,1900-12-31
Soja,GO,Santa Helena de Goiás,1900-10-01,1900-12-31
Soja,GO,Santa Isabel,1900-10-01,1900-12-31
Soja,GO,Santa Rita do Araguaia,1900-09-21,1900-12-31
Soja,GO,Santa Rita do Novo Destino,1900-10-01,1900-12-31
Soja,GO,Santa Rosa de Goiás,1900-09-21,1900-12-31
Soja,GO,Santa Tereza de Goiás,1900-10-11,1900-12-31
Soja,GO,Santa Terezinha de Goiás,1900-10-01,1900-12-31
Soja,GO,Santo Antônio da Barra,1900-10-01,1900-12-31
Soja,GO,Santo Antônio de Goiás,1900-09-21,1900-12-31
Soja,GO,Santo Antônio do Descoberto,1900-09-21,1900-12-31
Soja,GO,São Domingos,1900-10-21,1900-12-31
Soja,GO,São Francisco de Goiás,1900-09-21,1900-12-31
Soja,GO,São João D'Aliança,1900-10-11,1900-12-31
Soja,GO,São João da Paraúna,1900-10-01,1900-12-31
Soja,GO,São Luís de Montes Belos,1900-10-01,1900-12-31
Soja,GO,São Luiz do Norte,1900-10-01,1900-12-31
Soja,GO,São Miguel do Araguaia,1900-10-11,1900-12-31
Soja,GO,São Miguel do Passa Quatro,1900-09-21,1900-12-31
Soja,GO,São Patrício,1900-10-01,1900-12-31
Soja,GO,São Simão,1900-09-21,1900-12-31
Soja,GO,Senador Canedo,1900-09-21,1900-12-31
Soja,GO,Serranópolis,1900-09-21,1900-12-31
Soja,GO,Silvânia,1900-09-21,1900-12-31
Soja,GO,Simolândia,1900-10-11,1900-12-31
Soja,GO,Sítio D'Abadia,1900-10-21,1900-12-31
Soja,GO,Taquaral de Goiás,1900-09-21,1900-12-31
Soja,GO,Teresina de Goiás,1900-10-11,1900-12-31
Soja,GO,Terezópolis de Goiás,1900-09-21,1900-12-31
Soja,GO,Três Ranchos,1900-09-21,1900-12-31
Soja,GO,Trindade,1900-09-21,1900-12-31
Soja,GO,Trombas,1900-10-11,1900-12-31
Soja,GO,Turvânia,1900-10-01,1900-12-31
Soja,GO,Turvelândia,1900-10-01,1900-12-31
Soja,GO,Uirapuru,1900-10-01,1900-12-31
Soja,GO,Uruaçu,1900-10-01,1900-12-31
Soja,GO,Uruana,1900-10-01,1900-12-31
Soja,GO,Urutaí,1900-09-21,1900-12-31
Soja,GO,Valparaíso de Goiás,1900-10-01,1900-12-31
Soja,GO,Varjão,1900-09-21,1900-12-31
Soja,GO,Vianópolis,1900-09-21,1900-12-31
Soja,GO,Vicentinópolis,1900-09-21,1900-12-31
Soja,GO,Vila Boa,1900-10-11,1900-12-31
Soja,GO,Vila Propício,1900-10-01,1900-12-31
Soja,MA,Açailândia,1900-12-01,1900-03-20
Soja,MA,Afonso Cunha,1900-12-11,1900-03-20
Soja,MA,Água Doce do Maranhão,1900-01-01,1900-03-20
Soja,MA,Alcântara,1900-12-21,1900-03-20
Soja,MA,Aldeias Altas,1900-12-01,1900-03-20
Soja,MA,Altamira do Maranhão,1900-12-01,1900-03-20
Soja,MA,Alto Alegre do Maranhão,1900-12-01,1900-03-20
Soja,MA,Alto Alegre do Pindaré,1900-12-01,1900-03-20
Soja,MA,Alto Parnaíba,1900-10-11,1900-01-20
Soja,MA,Amapá do Maranhão,1900-12-21,1900-03-20
Soja,MA,Amarante do Maranhão,1900-12-01,1900-03-20
Soja,MA,Anajatuba,1900-12-11,1900-03-20
Soja,MA,Anapurus,1900-12-21,1900-03-20
Soja,MA,Apicum-Açu,1900-01-01,1900-03-20
Soja,MA,Araguanã,1900-12-11,1900-03-20
Soja,MA,Araioses,1900-01-01,1900-03-20
Soja,MA,Arame,1900-12-01,1900-03-20
Soja,MA,Arari,1900-12-11,1900-03-20
Soja,MA,Axixá,1900-12-21,1900-03-20
Soja,MA,Bacabal,1900-12-01,1900-03-20
Soja,MA,Bacabeira,1900-12-21,1900-03-20
Soja,MA,Bacuri,1900-01-01,1900-03-20
Soja,MA,Bacurituba,1900-12-21,1900-03-20
Soja,MA,Balsas,1900-10-11,1900-01-20
Soja,MA,Barão de Grajaú,1900-11-11,1900-01-20
Soja,MA,Barra do Corda,1900-12-01,1900-03-20
Soja,MA,Barreirinhas,1900-12-21,1900-03-20
Soja,MA,Bela Vista do Maranhão,1900-12-01,1900-03-20
Soja,MA,Belágua,1900-12-21,1900-03-20
Soja,MA,Benedito Leite,1900-11-01,1900-01-20
Soja,MA,Bequimão,1900-12-21,1900-03-20
Soja,MA,Bernardo do Mearim,1900-12-01,1900-03-20
Soja,MA,Boa Vista do Gurupi,1900-12-21,1900-03-20
Soja,MA,Bom Jardim,1900-12-01,1900-03-20
Soja,MA,Bom Jesus das Selvas,1900-12-01,1900-03-20
Soja,MA,Bom Lugar,1900-12-01,1900-03-20
Soja,MA,Brejo,1900-12-21,1900-03-20
Soja,MA,Brejo de Areia,1900-12-01,1900-03-20
Soja,MA,Buriti,1900-12-21,1900-03-20
Soja,MA,Buriti Bravo,1900-11-11,1900-01-20
Soja,MA,Buriticupu,1900-12-01,1900-03-20
Soja,MA,Buritirana,1900-11-21,1900-03-10
Soja,MA,Cachoeira Grande,1900-12-21,1900-03-20
Soja,MA,Cajapió,1900-12-21,1900-03-20
Soja,MA,Cajari,1900-12-11,1900-03-20
Soja,MA,Campestre do Maranhão,1900-11-21,1900-03-10
Soja,MA,Cândido Mendes,1900-12-21,1900-03-20
Soja,MA,Cantanhede,1900-12-11,1900-03-20
Soja,MA,Capinzal do Norte,1900-12-01,1900-03-20
Soja,MA,Carolina,1900-10-11,1900-01-20
Soja,MA,Carutapera,1900-12-21,1900-03-20
Soja,MA,Caxias,1900-12-01,1900-03-20
Soja,MA,Cedral,1900-01-01,1900-03-20
Soja,MA,Central do Maranhão,1900-12-21,1900-03-20
Soja,MA,Centro do Guilherme,1900-12-11,1900-03-20
Soja,MA,Centro Novo do Maranhão,1900-12-01,1900-03-20
Soja,MA,Chapadinha,1900-12-11,1900-03-20
Soja,MA,Cidelândia,1900-11-21,1900-03-10
Soja,MA,Codó,1900-12-01,1900-03-20
Soja,MA,Coelho Neto,1900-12-11,1900-03-20
Soja,MA,Colinas,1900-11-11,1900-01-20
Soja,MA,Conceição do Lago-Açu,1900-12-01,1900-03-20
Soja,MA,Coroatá,1900-12-01,1900-03-20
