Cultura,UF,Município,Inicio,Termino
Feijão Caupi,AC,Acrelândia,21-Feb,30-Apr
Feijão Caupi,AC,Assis Brasil,21-Feb,30-Apr
Feijão Caupi,AC,Brasiléia,21-Feb,30-Apr
Feijão Caupi,AC,Bujari,21-Feb,30-Apr
Feijão Caupi,AC,Capixaba,21-Feb,30-Apr
Feijão Caupi,AC,Cruzeiro do Sul,01-Mar,20-Jun
Feijão Caupi,AC,Epitaciolândia,01-Feb,30-Apr
Feijão Caupi,AC,Feijó,21-Feb,31-May
Feijão Caupi,AC,Mâncio Lima,01-Mar,20-Jun
Feijão Caupi,AC,Manoel Urbano,21-Feb,10-May
Feijão Caupi,AC,Marechal Thaumaturgo,21-Feb,31-May
Feijão Caupi,AC,Plácido de Castro,21-Feb,30-Apr
Feijão Caupi,AC,Porto Acre,21-Feb,30-Apr
Feijão Caupi,AC,Porto Walter,21-Feb,31-May
Feijão Caupi,AC,Rio Branco,21-Feb,30-Apr
Feijão Caupi,AC,Rodrigues Alves,01-Mar,20-Jun
Feijão Caupi,AC,Santa Rosa do Purus,21-Feb,10-May
Feijão Caupi,AC,Sena Madureira,21-Feb,10-May
Feijão Caupi,AC,Senador Guiomard,21-Feb,30-Apr
Feijão Caupi,AC,Tarauacá,21-Feb,31-May
Feijão Caupi,AC,Xapuri,21-Feb,30-Apr
Feijão Caupi,AL,Água Branca,01-Apr,20-Jun
Feijão Caupi,AL,Anadia,21-May,10-Aug
Feijão Caupi,AL,Arapiraca,01-Apr,10-Aug
Feijão Caupi,AL,Atalaia,01-Jun,10-Aug
Feijão Caupi,AL,Barra de Santo Antônio,01-Jun,20-Aug
Feijão Caupi,AL,Barra de São Miguel,01-Jun,20-Aug
Feijão Caupi,AL,Batalha,21-Mar,31-Jul
Feijão Caupi,AL,Belém,11-Apr,10-Aug
Feijão Caupi,AL,Belo Monte,21-Mar,31-Jul
Feijão Caupi,AL,Boca da Mata,21-May,10-Aug
Feijão Caupi,AL,Branquinha,21-May,10-Aug
Feijão Caupi,AL,Cacimbinhas,21-Mar,31-Jul
Feijão Caupi,AL,Cajueiro,21-May,10-Aug
Feijão Caupi,AL,Campestre,11-Jun,10-Aug
Feijão Caupi,AL,Campo Alegre,21-May,10-Aug
Feijão Caupi,AL,Campo Grande,01-Apr,10-Aug
Feijão Caupi,AL,Canapi,01-Apr,30-Jun
Feijão Caupi,AL,Capela,21-May,10-Aug
Feijão Caupi,AL,Carneiros,01-Apr,10-Jul
Feijão Caupi,AL,Chã Preta,11-Mar,10-Aug
Feijão Caupi,AL,Coité do Nóia,11-Apr,10-Aug
Feijão Caupi,AL,Colônia Leopoldina,11-Jun,10-Aug
Feijão Caupi,AL,Coqueiro Seco,01-Jun,20-Aug
Feijão Caupi,AL,Coruripe,21-May,20-Aug
Feijão Caupi,AL,Craíbas,21-Mar,31-Jul
Feijão Caupi,AL,Delmiro Gouveia,01-Apr,20-Jun
Feijão Caupi,AL,Dois Riachos,21-Mar,20-Jul
Feijão Caupi,AL,Estrela de Alagoas,21-Mar,31-Jul
Feijão Caupi,AL,Feira Grande,11-Apr,10-Aug
Feijão Caupi,AL,Feliz Deserto,21-May,20-Aug
Feijão Caupi,AL,Flexeiras,01-Jun,10-Aug
Feijão Caupi,AL,Girau do Ponciano,21-Mar,31-Jul
Feijão Caupi,AL,Ibateguara,21-May,10-Aug
Feijão Caupi,AL,Igaci,01-Apr,10-Aug
Feijão Caupi,AL,Igreja Nova,11-Mar,10-Aug
Feijão Caupi,AL,Inhapi,01-Apr,30-Jun
Feijão Caupi,AL,Jacaré dos Homens,21-Mar,20-Jul
Feijão Caupi,AL,Jacuípe,21-May,10-Aug
Feijão Caupi,AL,Japaratinga,01-Jun,10-Aug
Feijão Caupi,AL,Jaramataia,21-Mar,31-Jul
Feijão Caupi,AL,Jequiá da Praia,21-May,20-Aug
Feijão Caupi,AL,Joaquim Gomes,01-Jun,10-Aug
Feijão Caupi,AL,Jundiá,11-Jun,10-Aug
Feijão Caupi,AL,Junqueiro,11-Mar,10-Aug
Feijão Caupi,AL,Lagoa da Canoa,01-Apr,10-Aug
Feijão Caupi,AL,Limoeiro de Anadia,11-Mar,10-Aug
Feijão Caupi,AL,Maceió,01-Jun,20-Aug
Feijão Caupi,AL,Major Isidoro,21-Mar,31-Jul
Feijão Caupi,AL,Mar Vermelho,11-Mar,10-Aug
Feijão Caupi,AL,Maragogi,01-Jun,10-Aug
Feijão Caupi,AL,Maravilha,01-Apr,10-Jul
Feijão Caupi,AL,Marechal Deodoro,01-Jun,20-Aug
Feijão Caupi,AL,Maribondo,21-May,10-Aug
Feijão Caupi,AL,Mata Grande,01-Apr,20-Jun
Feijão Caupi,AL,Matriz de Camaragibe,01-Jun,10-Aug
Feijão Caupi,AL,Messias,01-Jun,10-Aug
Feijão Caupi,AL,Minador do Negrão,21-Mar,31-Jul
Feijão Caupi,AL,Monteirópolis,21-Mar,20-Jul
Feijão Caupi,AL,Murici,01-Jun,10-Aug
Feijão Caupi,AL,Novo Lino,11-Jun,10-Aug
Feijão Caupi,AL,Olho D'Água das Flores,21-Mar,20-Jul
Feijão Caupi,AL,Olho D'Água do Casado,01-Apr,30-Jun
Feijão Caupi,AL,Olho D'Água Grande,11-Apr,10-Aug
Feijão Caupi,AL,Olivença,21-Mar,20-Jul
Feijão Caupi,AL,Ouro Branco,01-Apr,30-Jun
Feijão Caupi,AL,Palestina,21-Mar,20-Jul
Feijão Caupi,AL,Palmeira dos Índios,11-Mar,10-Aug
Feijão Caupi,AL,Pão de Açúcar,21-Mar,20-Jul
Feijão Caupi,AL,Pariconha,21-Apr,10-Jun
Feijão Caupi,AL,Paripueira,01-Jun,20-Aug
Feijão Caupi,AL,Passo de Camaragibe,01-Jun,20-Aug
Feijão Caupi,AL,Paulo Jacinto,11-Mar,10-Aug
Feijão Caupi,AL,Penedo,11-Mar,20-Aug
Feijão Caupi,AL,Piaçabuçu,21-May,20-Aug
Feijão Caupi,AL,Pilar,01-Jun,10-Aug
Feijão Caupi,AL,Pindoba,21-May,10-Aug
Feijão Caupi,AL,Piranhas,01-Apr,30-Jun
Feijão Caupi,AL,Poço das Trincheiras,01-Apr,10-Jul
Feijão Caupi,AL,Porto Calvo,01-Jun,10-Aug
Feijão Caupi,AL,Porto de Pedras,01-Jun,10-Aug
Feijão Caupi,AL,Porto Real do Colégio,11-Mar,10-Aug
Feijão Caupi,AL,Quebrangulo,11-Mar,10-Aug
Feijão Caupi,AL,Rio Largo,01-Jun,10-Aug
Feijão Caupi,AL,Roteiro,01-Jun,20-Aug
Feijão Caupi,AL,Santa Luzia do Norte,01-Jun,20-Aug
Feijão Caupi,AL,Santana do Ipanema,21-Mar,20-Jul
Feijão Caupi,AL,Santana do Mundaú,21-May,10-Aug
Feijão Caupi,AL,São Brás,11-Apr,10-Aug
Feijão Caupi,AL,São José da Laje,21-May,10-Aug
Feijão Caupi,AL,São José da Tapera,01-Apr,10-Jul
Feijão Caupi,AL,São Luís do Quitunde,01-Jun,20-Aug
Feijão Caupi,AL,São Miguel dos Campos,01-Jun,10-Aug
Feijão Caupi,AL,São Miguel dos Milagres,01-Jun,20-Aug
Feijão Caupi,AL,São Sebastião,11-Mar,10-Aug
Feijão Caupi,AL,Satuba,01-Jun,20-Aug
Feijão Caupi,AL,Senador Rui Palmeira,01-Apr,10-Jul
Feijão Caupi,AL,Tanque D'Arca,11-Mar,10-Aug
Feijão Caupi,AL,Taquarana,11-Mar,10-Aug
Feijão Caupi,AL,Teotônio Vilela,21-May,10-Aug
Feijão Caupi,AL,Traipu,21-Mar,31-Jul
Feijão Caupi,AL,União dos Palmares,21-May,10-Aug
Feijão Caupi,AL,Viçosa,21-May,10-Aug
Feijão Caupi,AM,Alvarães,11-May,31-May
Feijão Caupi,AM,Amaturá,01-May,20-Jul
Feijão Caupi,AM,Anamã,11-Apr,20-Aug
Feijão Caupi,AM,Anori,11-Apr,20-Aug
Feijão Caupi,AM,Apuí,01-Mar,10-May
Feijão Caupi,AM,Atalaia do Norte,01-Apr,30-Jun
Feijão Caupi,AM,Autazes,01-Apr,30-Jun
Feijão Caupi,AM,Barcelos,21-May,10-Nov
Feijão Caupi,AM,Barreirinha,01-Apr,10-Oct
Feijão Caupi,AM,Benjamin Constant,11-Apr,30-Jun
Feijão Caupi,AM,Beruri,01-Apr,20-Aug
Feijão Caupi,AM,Boa Vista do Ramos,01-Apr,30-Sep
Feijão Caupi,AM,Boca do Acre,21-Feb,10-May
Feijão Caupi,AM,Borba,21-Mar,31-Aug
Feijão Caupi,AM,Caapiranga,11-Apr,20-Aug
Feijão Caupi,AM,Canutama,21-Feb,10-May
Feijão Caupi,AM,Carauari,01-Apr,31-Jul
Feijão Caupi,AM,Careiro,01-Apr,20-Jun
Feijão Caupi,AM,Careiro da Várzea,01-Apr,30-Jun
Feijão Caupi,AM,Coari,11-Apr,31-Jul
Feijão Caupi,AM,Codajás,11-Apr,20-Aug
Feijão Caupi,AM,Eirunepé,21-Mar,10-Jun
Feijão Caupi,AM,Envira,01-Mar,10-Jun
Feijão Caupi,AM,Guajará,21-Mar,20-Jun
Feijão Caupi,AM,Humaitá,01-Mar,20-May
Feijão Caupi,AM,Ipixuna,21-Mar,20-Jun
Feijão Caupi,AM,Iranduba,01-Apr,30-Jun
Feijão Caupi,AM,Itacoatiara,01-Apr,30-Sep
Feijão Caupi,AM,Itamarati,21-Mar,10-Jun
Feijão Caupi,AM,Itapiranga,01-Apr,30-Sep
Feijão Caupi,AM,Juruá,21-May,31-May
Feijão Caupi,AM,Jutaí,21-Mar,10-Jun
Feijão Caupi,AM,Lábrea,21-Feb,10-May
Feijão Caupi,AM,Manacapuru,01-Apr,20-Aug
Feijão Caupi,AM,Manaquiri,01-Apr,20-Jun
Feijão Caupi,AM,Manaus,01-Apr,30-Jun
Feijão Caupi,AM,Manicoré,01-Mar,31-May
Feijão Caupi,AM,Maraã,11-Apr,20-Jul
Feijão Caupi,AM,Maués,01-Mar,30-Sep
Feijão Caupi,AM,Nhamundá,01-Apr,10-Oct
Feijão Caupi,AM,Nova Olinda do Norte,01-Apr,31-Aug
Feijão Caupi,AM,Novo Airão,11-Apr,31-Aug
Feijão Caupi,AM,Novo Aripuanã,01-Mar,31-May
Feijão Caupi,AM,Parintins,01-Apr,10-Oct
Feijão Caupi,AM,Pauini,01-Mar,31-May
Feijão Caupi,AM,Presidente Figueiredo,11-Apr,20-Aug
Feijão Caupi,AM,Rio Preto da Eva,01-Apr,10-Jul
Feijão Caupi,AM,Santo Antônio do Içá,21-May,20-Jul
Feijão Caupi,AM,São Paulo de Olivença,11-May,20-Jul
Feijão Caupi,AM,São Sebastião do Uatumã,11-Apr,30-Sep
Feijão Caupi,AM,Silves,01-Apr,30-Sep
Feijão Caupi,AM,Tabatinga,01-May,10-Jul
Feijão Caupi,AM,Tapauá,01-Mar,31-May
Feijão Caupi,AM,Tefé,11-May,20-Jun
Feijão Caupi,AM,Tonantins,21-May,31-May
Feijão Caupi,AM,Uarini,21-May,31-May
Feijão Caupi,AM,Urucará,11-Apr,30-Sep
Feijão Caupi,AM,Urucurituba,01-Apr,30-Sep
Feijão Caupi,AP,Amapá,21-May,20-Jul
Feijão Caupi,AP,Calçoene,21-May,20-Jul
Feijão Caupi,AP,Cutias,21-May,20-Jul
Feijão Caupi,AP,Ferreira Gomes,21-May,20-Jul
Feijão Caupi,AP,Itaubal,21-May,20-Jul
Feijão Caupi,AP,Laranjal do Jari,21-May,20-Jul
Feijão Caupi,AP,Macapá,21-May,20-Jul
Feijão Caupi,AP,Mazagão,21-May,31-Jul
Feijão Caupi,AP,Oiapoque,21-May,20-Jul
Feijão Caupi,AP,Pedra Branca do Amaparí,21-May,31-Jul
Feijão Caupi,AP,Porto Grande,21-May,31-Jul
Feijão Caupi,AP,Pracuúba,21-May,20-Jul
Feijão Caupi,AP,Santana,21-May,31-Jul
Feijão Caupi,AP,Serra do Navio,21-May,31-Jul
Feijão Caupi,AP,Tartarugalzinho,21-May,20-Jul
Feijão Caupi,AP,Vitória do Jari,11-May,20-Jul
Feijão Caupi,BA,Abaíra,21-Nov,30-Nov
Feijão Caupi,BA,Abaré,11-Feb,28-Feb
Feijão Caupi,BA,Acajutiba,11-Apr,20-Aug
Feijão Caupi,BA,Adustina,11-Mar,20-Jul
Feijão Caupi,BA,Água Fria,11-Mar,31-Jul
Feijão Caupi,BA,Aiquara,01-Feb,10-Jul
Feijão Caupi,BA,Alagoinhas,11-Apr,20-Aug
Feijão Caupi,BA,Alcobaça,01-Feb,30-Nov
Feijão Caupi,BA,Almadina,01-Jan,10-Nov
Feijão Caupi,BA,Amargosa,21-Feb,10-Jul
Feijão Caupi,BA,Amélia Rodrigues,11-Mar,20-Aug
Feijão Caupi,BA,Anagé,01-Nov,30-Nov
Feijão Caupi,BA,Angical,01-Nov,28-Feb
Feijão Caupi,BA,Anguera,01-Mar,20-Jul
Feijão Caupi,BA,Antas,01-Apr,30-Jun
Feijão Caupi,BA,Antônio Cardoso,21-Feb,31-Jul
Feijão Caupi,BA,Aporá,21-Feb,10-Aug
Feijão Caupi,BA,Apuarema,01-Feb,20-Jul
Feijão Caupi,BA,Araçás,11-May,31-Aug
Feijão Caupi,BA,Aracatu,01-Nov,30-Nov
Feijão Caupi,BA,Araci,01-Apr,20-Jun
Feijão Caupi,BA,Aramari,21-Feb,10-Aug
Feijão Caupi,BA,Arataca,01-Oct,10-Aug
Feijão Caupi,BA,Aratuípe,21-Jan,10-Sep
Feijão Caupi,BA,Aurelino Leal,01-Jan,31-Oct
Feijão Caupi,BA,Baianópolis,01-Nov,28-Feb
Feijão Caupi,BA,Banzaê,01-Apr,30-Jun
Feijão Caupi,BA,Barra,11-Nov,28-Feb
Feijão Caupi,BA,Barra do Choça,21-Feb,30-Nov
Feijão Caupi,BA,Barra do Mendes,21-Nov,30-Nov
Feijão Caupi,BA,Barra do Rocha,11-Jan,20-Oct
Feijão Caupi,BA,Barreiras,11-Nov,20-Mar
Feijão Caupi,BA,Barro Preto,01-Jan,10-Nov
Feijão Caupi,BA,Barrocas,01-Apr,20-Jun
Feijão Caupi,BA,Belmonte,01-Jan,30-Nov
Feijão Caupi,BA,Belo Campo,01-Nov,30-Nov
Feijão Caupi,BA,Biritinga,11-Mar,20-Jul
Feijão Caupi,BA,Boa Nova,11-Feb,31-May
Feijão Caupi,BA,Bom Jesus da Lapa,21-Jan,10-Dec
Feijão Caupi,BA,Bom Jesus da Serra,01-Nov,10-Nov
Feijão Caupi,BA,Boquira,01-Feb,10-Dec
Feijão Caupi,BA,Botuporã,01-Nov,10-Dec
Feijão Caupi,BA,Brejões,01-Mar,10-Jun
Feijão Caupi,BA,Brejolândia,01-Nov,20-Feb
Feijão Caupi,BA,Brotas de Macaúbas,01-Feb,10-Dec
Feijão Caupi,BA,Brumado,01-Nov,30-Nov
Feijão Caupi,BA,Buerarema,21-Dec,31-Dec
Feijão Caupi,BA,Buritirama,11-Nov,28-Feb
Feijão Caupi,BA,Caatiba,11-Feb,30-Nov
Feijão Caupi,BA,Cabaceiras do Paraguaçu,21-Feb,31-Jul
Feijão Caupi,BA,Cachoeira,01-Mar,20-Aug
Feijão Caupi,BA,Caculé,01-Nov,10-Dec
Feijão Caupi,BA,Caém,01-May,31-May
Feijão Caupi,BA,Caetanos,01-Nov,10-Nov
Feijão Caupi,BA,Caetité,01-Nov,10-Dec
Feijão Caupi,BA,Cairu,21-Jan,20-Oct
Feijão Caupi,BA,Caldeirão Grande,01-May,31-May
Feijão Caupi,BA,Camacan,01-Jan,30-Nov
Feijão Caupi,BA,Camaçari,11-Jan,10-Sep
Feijão Caupi,BA,Camamu,01-Jan,31-Oct
Feijão Caupi,BA,Campo Alegre de Lourdes,11-Nov,10-Mar
Feijão Caupi,BA,Canápolis,01-Nov,20-Feb
Feijão Caupi,BA,Canavieiras,01-Jan,30-Nov
Feijão Caupi,BA,Candeal,21-Mar,30-Jun
Feijão Caupi,BA,Candeias,11-May,10-Sep
Feijão Caupi,BA,Candiba,01-Nov,10-Dec
Feijão Caupi,BA,Cândido Sales,01-Nov,10-Dec
Feijão Caupi,BA,Cansanção,21-Apr,31-May
Feijão Caupi,BA,Canudos,01-May,10-Jun
Feijão Caupi,BA,Capela do Alto Alegre,21-Apr,31-May
Feijão Caupi,BA,Capim Grosso,21-Apr,31-May
Feijão Caupi,BA,Caraíbas,01-Nov,30-Nov
Feijão Caupi,BA,Caravelas,21-Jan,10-Dec
Feijão Caupi,BA,Cardeal da Silva,11-May,31-Aug
Feijão Caupi,BA,Carinhanha,01-Feb,10-Dec
Feijão Caupi,BA,Casa Nova,21-Jan,28-Feb
Feijão Caupi,BA,Castro Alves,21-Feb,31-Jul
Feijão Caupi,BA,Catolândia,01-Nov,28-Feb
Feijão Caupi,BA,Catu,11-Apr,31-Aug
Feijão Caupi,BA,Caturama,01-Nov,10-Dec
Feijão Caupi,BA,Cícero Dantas,01-Apr,30-Jun
Feijão Caupi,BA,Cipó,21-Mar,10-Jul
Feijão Caupi,BA,Coaraci,01-Jan,10-Nov
Feijão Caupi,BA,Cocos,01-Nov,10-Mar
Feijão Caupi,BA,Conceição da Feira,21-Feb,10-Aug
Feijão Caupi,BA,Conceição do Almeida,11-Feb,10-Aug
Feijão Caupi,BA,Conceição do Coité,01-Apr,20-Jun
Feijão Caupi,BA,Conceição do Jacuípe,01-Mar,20-Aug
Feijão Caupi,BA,Conde,11-May,31-Aug
Feijão Caupi,BA,Condeúba,01-Nov,10-Dec
Feijão Caupi,BA,Coração de Maria,21-Feb,10-Aug
Feijão Caupi,BA,Cordeiros,01-Nov,10-Dec
Feijão Caupi,BA,Coribe,11-Nov,20-Feb
Feijão Caupi,BA,Coronel João Sá,21-Mar,10-Jul
Feijão Caupi,BA,Correntina,01-Nov,20-Mar
Feijão Caupi,BA,Cotegipe,01-Nov,28-Feb
Feijão Caupi,BA,Cravolândia,11-Feb,30-Jun
Feijão Caupi,BA,Crisópolis,21-Feb,10-Aug
Feijão Caupi,BA,Cristópolis,01-Nov,28-Feb
Feijão Caupi,BA,Cruz das Almas,11-Feb,10-Aug
Feijão Caupi,BA,Curaçá,11-Feb,20-Feb
Feijão Caupi,BA,Dário Meira,01-Feb,30-Jun
Feijão Caupi,BA,Dias D'Ávila,11-May,10-Sep
Feijão Caupi,BA,Dom Basílio,01-Nov,30-Nov
Feijão Caupi,BA,Dom Macedo Costa,21-Feb,20-Aug
Feijão Caupi,BA,Elísio Medrado,21-Feb,20-Jul
Feijão Caupi,BA,Encruzilhada,11-Feb,10-Dec
Feijão Caupi,BA,Entre Rios,11-Apr,31-Aug
Feijão Caupi,BA,Érico Cardoso,01-Nov,30-Nov
Feijão Caupi,BA,Esplanada,11-May,31-Aug
Feijão Caupi,BA,Euclides da Cunha,21-Apr,20-Jun
Feijão Caupi,BA,Eunápolis,11-Jan,10-Dec
Feijão Caupi,BA,Fátima,21-Mar,10-Jul
Feijão Caupi,BA,Feira da Mata,01-Nov,20-Feb
Feijão Caupi,BA,Feira de Santana,21-Feb,31-Jul
Feijão Caupi,BA,Filadélfia,11-May,20-May
Feijão Caupi,BA,Firmino Alves,21-Jan,30-Nov
Feijão Caupi,BA,Floresta Azul,11-Jan,10-Nov
Feijão Caupi,BA,Formosa do Rio Preto,01-Dec,10-Mar
Feijão Caupi,BA,Gandu,11-Jan,31-Oct
Feijão Caupi,BA,Gavião,11-Apr,31-May
Feijão Caupi,BA,Gentio do Ouro,01-Feb,10-Dec
Feijão Caupi,BA,Gongogi,11-Jan,31-Oct
Feijão Caupi,BA,Governador Mangabeira,21-Feb,10-Aug
Feijão Caupi,BA,Guajeru,01-Nov,10-Dec
Feijão Caupi,BA,Guanambi,01-Nov,10-Dec
Feijão Caupi,BA,Guaratinga,21-Jan,10-Dec
Feijão Caupi,BA,Heliópolis,21-Mar,10-Jul
Feijão Caupi,BA,Iaçu,01-Apr,31-May
Feijão Caupi,BA,Ibiassucê,01-Nov,10-Dec
Feijão Caupi,BA,Ibicaraí,01-Jan,10-Nov
Feijão Caupi,BA,Ibicuí,11-Jan,10-Nov
Feijão Caupi,BA,Ibipeba,21-Nov,30-Nov
Feijão Caupi,BA,Ibipitanga,01-Nov,10-Dec
Feijão Caupi,BA,Ibirapitanga,11-Jan,31-Oct
Feijão Caupi,BA,Ibirapuã,21-Jan,10-Dec
Feijão Caupi,BA,Ibirataia,21-Jan,20-Oct
Feijão Caupi,BA,Ibitiara,01-Feb,10-Dec
Feijão Caupi,BA,Ibotirama,11-Jan,10-Dec
Feijão Caupi,BA,Ichu,21-Mar,30-Jun
Feijão Caupi,BA,Igaporã,01-Nov,10-Dec
Feijão Caupi,BA,Igrapiúna,01-Jan,31-Oct
Feijão Caupi,BA,Iguaí,01-Feb,10-Nov
Feijão Caupi,BA,Ilhéus,21-Dec,31-Dec
Feijão Caupi,BA,Inhambupe,21-Feb,10-Aug
Feijão Caupi,BA,Ipecaetá,11-Mar,10-Jul
Feijão Caupi,BA,Ipiaú,21-Jan,20-Jul
Feijão Caupi,BA,Ipirá,01-Apr,31-May
Feijão Caupi,BA,Ipupiara,01-Feb,10-Dec
Feijão Caupi,BA,Irajuba,01-Mar,31-May
Feijão Caupi,BA,Irará,21-Feb,31-Jul
Feijão Caupi,BA,Itabela,21-Jan,30-Nov
Feijão Caupi,BA,Itaberaba,21-Apr,20-May
Feijão Caupi,BA,Itabuna,01-Jan,30-Nov
Feijão Caupi,BA,Itacaré,01-Jan,31-Oct
Feijão Caupi,BA,Itagi,11-Feb,30-Jun
Feijão Caupi,BA,Itagibá,11-Jan,20-Jul
Feijão Caupi,BA,Itagimirim,11-Jan,10-Dec
Feijão Caupi,BA,Itaguaçu da Bahia,01-Feb,20-Feb
Feijão Caupi,BA,Itaju do Colônia,11-Jan,30-Nov
Feijão Caupi,BA,Itajuípe,01-Jan,10-Nov
Feijão Caupi,BA,Itamaraju,21-Jan,10-Dec
Feijão Caupi,BA,Itamari,01-Feb,20-Jul
Feijão Caupi,BA,Itambé,11-Feb,30-Nov
Feijão Caupi,BA,Itanagra,11-May,31-Aug
Feijão Caupi,BA,Itanhém,21-Jan,10-Dec
Feijão Caupi,BA,Itaparica,11-May,10-Sep
Feijão Caupi,BA,Itapé,01-Jan,30-Nov
Feijão Caupi,BA,Itapebi,11-Jan,10-Dec
Feijão Caupi,BA,Itapetinga,21-Jan,30-Nov
Feijão Caupi,BA,Itapicuru,11-Mar,10-Aug
Feijão Caupi,BA,Itapitanga,01-Jan,10-Nov
Feijão Caupi,BA,Itaquara,21-Feb,30-Jun
Feijão Caupi,BA,Itarantim,21-Jan,10-Dec
Feijão Caupi,BA,Itatim,01-Apr,10-Jun
Feijão Caupi,BA,Itiruçu,01-Mar,20-May
Feijão Caupi,BA,Itiúba,01-May,31-May
Feijão Caupi,BA,Itororó,21-Jan,30-Nov
Feijão Caupi,BA,Ituaçu,01-Nov,10-Nov
Feijão Caupi,BA,Ituberá,21-Jan,31-Oct
Feijão Caupi,BA,Iuiu,01-Feb,10-Dec
Feijão Caupi,BA,Jaborandi,11-Nov,10-Mar
Feijão Caupi,BA,Jacaraci,01-Nov,10-Dec
Feijão Caupi,BA,Jacobina,01-May,31-May
Feijão Caupi,BA,Jaguaquara,11-Feb,30-Jun
Feijão Caupi,BA,Jaguaripe,21-Jan,20-Sep
Feijão Caupi,BA,Jandaíra,11-May,31-Aug
Feijão Caupi,BA,Jequié,21-Feb,10-Jun
Feijão Caupi,BA,Jeremoabo,11-Apr,20-Jun
Feijão Caupi,BA,Jiquiriçá,11-Feb,20-Jul
Feijão Caupi,BA,Jitaúna,01-Feb,10-Jul
Feijão Caupi,BA,Juazeiro,11-Feb,20-Feb
Feijão Caupi,BA,Jucuruçu,21-Jan,10-Dec
Feijão Caupi,BA,Jussari,01-Jan,30-Nov
Feijão Caupi,BA,Lagoa Real,01-Nov,10-Dec
Feijão Caupi,BA,Laje,01-Feb,31-Aug
Feijão Caupi,BA,Lajedão,21-Jan,10-Dec
Feijão Caupi,BA,Lamarão,11-Mar,20-Jul
Feijão Caupi,BA,Lauro de Freitas,01-Jun,10-Sep
Feijão Caupi,BA,Licínio de Almeida,01-Nov,10-Dec
Feijão Caupi,BA,Livramento de Nossa Senhora,01-Nov,30-Nov
Feijão Caupi,BA,Luís Eduardo Magalhães,21-Jan,20-Dec
Feijão Caupi,BA,Macarani,01-Feb,10-Dec
Feijão Caupi,BA,Macaúbas,01-Nov,10-Dec
Feijão Caupi,BA,Madre de Deus,11-May,10-Sep
Feijão Caupi,BA,Maetinga,01-Nov,30-Nov
Feijão Caupi,BA,Maiquinique,01-Feb,10-Dec
Feijão Caupi,BA,Mairi,01-May,20-May
Feijão Caupi,BA,Malhada,01-Feb,10-Dec
Feijão Caupi,BA,Malhada de Pedras,01-Nov,30-Nov
Feijão Caupi,BA,Mansidão,01-Nov,28-Feb
Feijão Caupi,BA,Maragogipe,11-Mar,10-Sep
Feijão Caupi,BA,Maraú,01-Jan,31-Oct
Feijão Caupi,BA,Mascote,01-Jan,30-Nov
Feijão Caupi,BA,Mata de São João,11-May,10-Sep
Feijão Caupi,BA,Matina,01-Feb,10-Dec
Feijão Caupi,BA,Medeiros Neto,21-Jan,10-Dec
Feijão Caupi,BA,Miguel Calmon,11-May,31-May
Feijão Caupi,BA,Milagres,01-Mar,10-Jun
Feijão Caupi,BA,Monte Santo,11-May,31-May
Feijão Caupi,BA,Morpará,21-Jan,10-Dec
Feijão Caupi,BA,Mortugaba,01-Nov,10-Dec
Feijão Caupi,BA,Mucuri,21-Jan,10-Dec
Feijão Caupi,BA,Muniz Ferreira,11-Mar,10-Sep
Feijão Caupi,BA,Muquém do São Francisco,01-Nov,20-Feb
Feijão Caupi,BA,Muritiba,21-Feb,10-Aug
Feijão Caupi,BA,Mutuípe,01-Feb,10-Aug
Feijão Caupi,BA,Nazaré,11-Apr,10-Sep
Feijão Caupi,BA,Nilo Peçanha,21-Jan,20-Oct
Feijão Caupi,BA,Nordestina,21-Apr,31-May
Feijão Caupi,BA,Nova Canaã,01-Feb,30-Nov
Feijão Caupi,BA,Nova Fátima,11-Apr,31-May
Feijão Caupi,BA,Nova Ibiá,21-Jan,10-Aug
Feijão Caupi,BA,Nova Itarana,01-Apr,31-May
Feijão Caupi,BA,Nova Soure,11-Mar,20-Jul
Feijão Caupi,BA,Nova Viçosa,21-Jan,10-Dec
Feijão Caupi,BA,Novo Horizonte,21-Nov,10-Dec
Feijão Caupi,BA,Novo Triunfo,01-Apr,30-Jun
Feijão Caupi,BA,Olindina,11-Mar,31-Jul
Feijão Caupi,BA,Oliveira dos Brejinhos,01-Feb,10-Dec
Feijão Caupi,BA,Ouriçangas,21-Feb,10-Aug
Feijão Caupi,BA,Palmas de Monte Alto,01-Feb,10-Dec
Feijão Caupi,BA,Paramirim,01-Nov,10-Dec
Feijão Caupi,BA,Paratinga,01-Feb,10-Dec
Feijão Caupi,BA,Paripiranga,11-Mar,31-Jul
Feijão Caupi,BA,Pau Brasil,11-Jan,30-Nov
Feijão Caupi,BA,Paulo Afonso,21-Apr,20-Jun
Feijão Caupi,BA,Pé de Serra,01-Apr,31-May
Feijão Caupi,BA,Pedrão,21-Feb,10-Aug
Feijão Caupi,BA,Pedro Alexandre,21-Mar,10-Jul
Feijão Caupi,BA,Piatã,21-Nov,30-Nov
Feijão Caupi,BA,Pilão Arcado,11-Nov,10-Mar
Feijão Caupi,BA,Pindaí,01-Nov,10-Dec
Feijão Caupi,BA,Pintadas,21-Apr,31-May
Feijão Caupi,BA,Piraí do Norte,11-Jan,31-Oct
Feijão Caupi,BA,Piripá,01-Nov,10-Dec
